Dataset,Method,Sensors,L2_mean,L2_std,RMSE_mean,RMSE_std,MSE_mean,MSE_std,Time_mean,n_runs
20221129,B3,6,0.2202292293310165,0.003295807207879444,6.422004672283303,0.09610752025067536,41.250457000732425,1.2381837233957234,488.92459881305695,10
20221129,B3,7,0.2024529874324798,0.0022239508872724635,5.9036415569142315,0.06485167952451948,34.85676879882813,0.7650796172097506,464.90607166290283,10
20221129,B4,3,0.2685908615589142,0.0015252220781968573,7.832256533399838,0.044477105801232965,61.34602279663086,0.696440867290167,109.61255116462708,10
20221129,B4,4,0.2512247696518898,0.001934584549175789,7.325853767992301,0.05641305623026103,53.670997619628906,0.8267337424371209,109.19518558979034,10
20221129,B4,5,0.22828588038682934,0.0019616165267962136,6.656939062643308,0.057202457475201876,44.31778259277344,0.7581466220363478,107.73182106018066,10
20221129,B4,6,0.21224620640277858,0.002230948028359242,6.189214787510275,0.0650554378194206,38.310188674926756,0.8042814496935172,108.19781351089478,10
20221129,B4,7,0.1926078245043754,0.0013705770528302564,5.616550662384729,0.03996599157771863,31.54707889556885,0.4493826492966452,108.47823784351348,10
20221129,B5,3,0.2662428468465805,0.0018138004362275686,7.763789847321972,0.05289094764534086,60.27895050048828,0.8225326789302659,213.75363793373108,10
20221129,B5,4,0.25152079313993453,0.0025020027051032368,7.3344880611222845,0.07296024761446526,53.7995059967041,1.0728812714638258,213.63225717544555,10
20221129,B5,5,0.22787150442600246,0.002877029601090221,6.644856904547106,0.08389617026322754,44.16045799255371,1.1133877111102284,212.4241626739502,10
20221129,B5,6,0.21151798963546747,0.0027473879794099485,6.167980101390901,0.08011495408642909,38.04975509643555,0.9936294159266945,213.0088262081146,10
20221129,B5,7,0.19264855533838268,0.002861781534237335,5.617738412296931,0.08345202580880268,31.565252685546874,0.9372567688468847,210.15203275680543,10
20221129,B6,3,0.24862448871135712,0.00363733448293506,7.250025040296974,0.10606624622258849,52.57298812866211,1.5413003704563955,487.301216173172,10
20221129,B6,4,0.23377023041248318,0.002049942515457373,6.816863633585652,0.05977775089179015,46.4728458404541,0.815761529891701,623.3287758350373,10
20221129,B6,5,0.20913298726081844,0.0026347814537699722,6.0984292442198065,0.07683219892730626,37.19615211486816,0.9408694377414469,641.2695283412934,10
20221129,B6,6,0.20246479213237759,0.0025617084535160075,5.903981080937178,0.07470063545531477,34.86201477050781,0.8807806047732923,577.1547936201096,10
20221129,B6,7,0.19474554210901257,0.002773517479348913,5.678885442258659,0.08087715584860337,32.25562686920166,0.9224796566811921,539.8546325683594,10
20221129,B7,3,0.24867881238460537,0.001578760635409458,7.251610111105686,0.04603773374782194,52.58775672912598,0.6665895960386229,416.0369397640228,10
20221129,B7,4,0.2354411497712135,0.0029716409643111576,6.865589975520669,0.08665539598206587,47.14308395385742,1.1889131976068255,429.4118226528168,10
20221129,B7,5,0.21067218631505963,0.0016948639552856464,6.143313689243815,0.0494229493982453,37.742501449584964,0.6080538232065983,430.6374653339386,10
20221129,B7,6,0.20383312702178952,0.0027013680762095777,5.943882291853468,0.07877342319986134,35.3353214263916,0.9314672381214023,425.1084293603897,10
20221129,B7,7,0.19551064819097513,0.0037474167076003814,5.701195377135351,0.10927614922696428,32.514375877380374,1.2416826865530874,423.03902928829194,10
20221202,B1,3,0.1998385936021804,0.0,7.419238841044865,0.0,55.04510498046875,0.0,0.0,1
20221202,B1,4,0.173364520072937,0.0,6.4363485250898105,0.0,41.42658233642578,0.0,0.0,1
20221202,B1,5,0.1582136452198028,0.0,5.8738619737004365,0.0,34.502254486083984,0.0,0.0,1
20221202,B1,6,0.1431249529123306,0.0,5.313678924795919,0.0,28.235183715820312,0.0,0.0,1
20221202,B1,7,0.1243855953216552,0.0,4.61795208017525,0.0,21.32548141479492,0.0,0.0,1
