Dataset,Method,Seed,Sensors,L2,RMSE,MSE,Time,Subdomains,Splits
ngsim,B7_no_force,3000,5,0.15508288145065308,4.351310900771833,18.93390655517578,118.34519696235657,1,"x=[0.000,1.000]"
ngsim,B7_no_force,4096,5,0.1530727744102478,4.2949112167330235,18.44626235961914,118.40197825431824,1,"x=[0.000,1.000]"
ngsim,B7_no_force,5555,5,0.15348924696445465,4.306596336223518,18.546772003173828,118.73794102668762,1,"x=[0.000,1.000]"
ngsim,B7_no_force,7777,5,0.155793234705925,4.371241453673484,19.107751846313477,118.77210259437561,1,"x=[0.000,1.000]"
ngsim,B7_no_force,42,6,0.1356750875711441,3.806767641143497,14.491479873657227,118.63872456550598,1,"x=[0.000,1.000]"
ngsim,B7_no_force,123,6,0.12965825200080872,3.637947505939199,13.234662055969238,118.40358972549438,1,"x=[0.000,1.000]"
ngsim,B7_no_force,456,6,0.13138532638549805,3.686405472036446,13.589585304260254,118.46565556526184,1,"x=[0.000,1.000]"
ngsim,B7_no_force,789,6,0.12831278145313263,3.6001961654623167,12.96141242980957,121.76082229614258,1,"x=[0.000,1.000]"
ngsim,B7_no_force,1024,6,0.1302696317434311,3.6551018893003504,13.359769821166992,128.50158762931824,1,"x=[0.000,1.000]"
ngsim,B7_no_force,2048,6,0.13201364874839783,3.7040350073525707,13.71987533569336,120.99486207962036,1,"x=[0.000,1.000]"
ngsim,B7_no_force,3000,6,0.1318979114294052,3.700787671763876,13.695829391479492,118.63485288619995,1,"x=[0.000,1.000]"
ngsim,B7_no_force,4096,6,0.12746457755565643,3.5763974746222456,12.790618896484375,118.67180275917053,1,"x=[0.000,1.000]"
ngsim,B7_no_force,5555,6,0.13628889620304108,3.8239899392494427,14.622899055480957,131.26815485954285,1,"x=[0.000,1.000]"
ngsim,B7_no_force,7777,6,0.13179004192352295,3.6977613532891636,13.673439025878906,129.72892212867737,1,"x=[0.000,1.000]"
ngsim,B7_no_force,42,7,0.12491747736930847,3.5049308376045882,12.284540176391602,126.33058023452759,1,"x=[0.000,1.000]"
ngsim,B7_no_force,123,7,0.12005188316106796,3.368412087218375,11.346199989318848,125.88655424118042,1,"x=[0.000,1.000]"
ngsim,B7_no_force,456,7,0.12369050830602646,3.4705050041053833,12.044404983520508,126.34948682785034,1,"x=[0.000,1.000]"
ngsim,B7_no_force,789,7,0.12195342779159546,3.4217656087591126,11.708479881286621,127.09748578071594,1,"x=[0.000,1.000]"
ngsim,B7_no_force,1024,7,0.11938140541315079,3.3496002642004377,11.21982192993164,126.85633587837219,1,"x=[0.000,1.000]"
ngsim,B7_no_force,2048,7,0.12433064728975296,3.48846551252554,12.169391632080078,124.01064252853394,1,"x=[0.000,1.000]"
ngsim,B7_no_force,3000,7,0.12312718480825424,3.4546989892762507,11.934945106506348,124.76877880096436,1,"x=[0.000,1.000]"
ngsim,B7_no_force,4096,7,0.11941812932491302,3.350630339348027,11.226723670959473,129.41271591186523,1,"x=[0.000,1.000]"
ngsim,B7_no_force,5555,7,0.12419092655181885,3.4845453742416566,12.142056465148926,127.23940324783325,1,"x=[0.000,1.000]"
ngsim,B7_no_force,7777,7,0.12386465072631836,3.475390839038082,12.078341484069824,125.60134315490723,1,"x=[0.000,1.000]"
