Dataset,Method,Seed,Sensors,L2,RMSE,MSE,Time,Subdomains,Splits
20221121,B6-2sub-sensor,42,3,0.20756736397743225,6.684776535921382,44.68623733520508,336.636599779129,2,"x=[0.000,0.495];x=[0.495,1.000]"
