Dataset,Method,Seed,Sensors,L2,RMSE,MSE,Time,Subdomains,Splits
20221121,B6-2sub,42,3,0.21075163781642914,6.787328571100716,46.06782913208008,362.39261960983276,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,123,3,0.21407733857631683,6.894437466164554,47.533267974853516,363.22341418266296,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,456,3,0.20756109058856964,6.684573379861422,44.68352127075195,362.31665897369385,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,789,3,0.21144914627075195,6.809791796578229,46.37326431274414,363.6006963253021,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,1024,3,0.20960265398025513,6.750321274635083,45.566837310791016,339.45983123779297,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,2048,3,0.2071688175201416,6.671940751834963,44.514793395996094,332.9834225177765,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,3000,3,0.21063998341560364,6.783732017154452,46.019020080566406,333.8119857311249,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,4096,3,0.20818156003952026,6.704555545558301,44.95106506347656,333.56098461151123,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,5555,3,0.2126995474100113,6.850066035711153,46.923404693603516,335.5016851425171,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,7777,3,0.2091631442308426,6.73616843008013,45.3759651184082,332.8202850818634,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,42,4,0.17351633310317993,5.588150375713061,31.22742462158203,323.633909702301,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,123,4,0.17255815863609314,5.557291742936777,30.88349151611328,323.42637300491333,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,456,4,0.16686215996742249,5.373848015405328,28.87824249267578,323.2215082645416,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,789,4,0.16205072402954102,5.21889673814803,27.23688316345215,319.08854269981384,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,1024,4,0.16977334022521973,5.467605558265106,29.894710540771484,318.2302565574646,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,2048,4,0.1934695690870285,6.230747324297326,38.82221221923828,318.7817311286926,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,3000,4,0.1806384176015854,5.817518139504749,33.8435173034668,318.7062499523163,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,4096,4,0.16476760804653168,5.306395490289546,28.157833099365234,319.40376234054565,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,5555,4,0.16926002502441406,5.451074077913937,29.714208602905273,318.20482778549194,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,7777,4,0.16966009140014648,5.463957686778446,29.854833602905273,319.8062176704407,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,42,5,0.15264593064785004,4.91601271509896,24.16718101501465,332.128630399704,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,123,5,0.15588568150997162,5.020348342116938,25.20389747619629,329.9742662906647,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,456,5,0.15276655554771423,4.919899583427567,24.205411911010742,331.24820137023926,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,789,5,0.1498543620109558,4.826106467396213,23.291303634643555,332.16357159614563,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,1024,5,0.16055165231227875,5.170620215750461,26.735313415527344,333.86058950424194,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,2048,5,0.15485404431819916,4.987125988849901,24.87142562866211,331.83865761756897,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,3000,5,0.15454797446727753,4.977268043221327,24.773197174072266,331.0939266681671,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,4096,5,0.15086336433887482,4.858601499368217,23.606008529663086,332.0485837459564,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,5555,5,0.15408675372600555,4.962417117562937,24.62558364868164,329.8062596321106,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,7777,5,0.15631087124347687,5.034040731441833,25.34156608581543,330.4017457962036,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,42,6,0.15122507512569427,4.87025533770493,23.71938705444336,321.041472196579,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,123,6,0.15399940311908722,4.959601851757266,24.5976505279541,322.08412528038025,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,456,6,0.15504391491413116,4.993240937794432,24.93245506286621,322.1918885707855,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,789,6,0.14735570549964905,4.745636994160708,22.52107048034668,323.34190368652344,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,1024,6,0.15829893946647644,5.098070991569557,25.990327835083008,319.4616365432739,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,2048,6,0.1706337332725525,5.495313208056359,30.198467254638672,320.9630832672119,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,3000,6,0.1510705202817917,4.865275146607566,23.670902252197266,324.9351530075073,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,4096,6,0.15210787951946259,4.898681829221044,23.99708366394043,325.4968476295471,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,5555,6,0.15396618843078613,4.958530881563406,24.58702850341797,319.56948041915894,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,7777,6,0.15462395548820496,4.979716548589575,24.797576904296875,321.4442913532257,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,42,7,0.13552789390087128,4.36471809901422,19.050764083862305,329.0920760631561,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,123,7,0.14166668057441711,4.56241889777018,20.81566619873047,330.15643668174744,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,456,7,0.1360011100769043,4.379959347331587,19.184043884277344,328.79491448402405,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,789,7,0.13493502140045166,4.345624340929112,18.884450912475586,329.51295042037964,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,1024,7,0.1361590176820755,4.385043795115735,19.228609085083008,330.10772371292114,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,2048,7,0.13628438115119934,4.3890806040894645,19.264028549194336,329.3899528980255,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,3000,7,0.14472700655460358,4.660977619751694,21.724712371826172,331.089923620224,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,4096,7,0.13638995587825775,4.392481509817305,19.293893814086914,330.45151686668396,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,5555,7,0.1362839937210083,4.389070174474311,19.26393699645996,330.85304737091064,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-2sub,7777,7,0.13773877918720245,4.4359207566856655,19.677392959594727,328.5008873939514,2,"x=[0.000,0.500];x=[0.500,1.000]"
20221121,B6-4sub,42,3,0.21648842096328735,6.972078768540723,48.60988235473633,680.3802516460419,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,123,3,0.20870135724544525,6.721293974681646,45.1757926940918,683.0703928470612,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,456,3,0.2103337049484253,6.773865506950223,45.88525390625,680.9061059951782,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,789,3,0.2083183079957962,6.708959072459565,45.0101318359375,679.5796253681183,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,1024,3,0.21262246370315552,6.847578536798753,46.88933181762695,679.5627212524414,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,2048,3,0.21504759788513184,6.925674945426405,47.96497344970703,679.3059694766998,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,3000,3,0.20613683760166168,6.638702904274351,44.0723762512207,686.5875091552734,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,4096,3,0.21057464182376862,6.781627451152892,45.99047088623047,681.1684701442719,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,5555,3,0.21080653369426727,6.789091718147714,46.091766357421875,683.1738653182983,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,7777,3,0.20892232656478882,6.728414424583649,45.27156066894531,680.284364938736,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
20221121,B6-4sub,42,4,0.16557009518146515,5.33223764767652,28.432758331298828,644.1392304897308,4,"x=[0.000,0.250];x=[0.250,0.500];x=[0.500,0.750];x=[0.750,1.000]"
