Dataset,Spatial_Indicator,Temporal_Indicator,Congestion_Pct,v_f_mph
20221121,2.037496273587051,1.0653527629802488,74.68569444444444,49.723687934875485
20221122,1.0694287057233098,1.0821698059591611,69.42972222222222,49.83804492950439
20221202,1.1962856137127862,1.104950855329875,63.59972222222222,50.657083892822264
20221129,1.0793321702309384,1.108660673727448,86.08375000000001,49.142324066162104
20221123,1.6100022514810768,1.0658978696536852,30.81402777777778,51.065456581115725
ngsim,1.1081190122674773,1.1973476879797036,98.88888888888889,38.16222057342529
